usher_node,pango_counts,sc2ts_mrca,sc2ts_num_descendants,sc2ts_closest_recombinant,sc2ts_closest_recombinant_path_len,usher_num_descendants
SRR21610934,{'BA.5.2': 1},1360126,1,1189192,6,1
node_600484,{'XBR': 1},1420165,1,1420166,1,1
SRR20186719,{'AY.119.2': 1},862839,2,295320,7,1
node_181040,{'AY.4': 2},378676,282,-1,2147483648,2
ERR6758858,{'AY.4': 1},478619,1,478620,1,1
ERR7310305,{'AY.4': 1},707305,1,707306,1,1
node_180844,{'AY.4.2': 6},606246,24,-1,2147483648,6
ERR7239088,{'AY.4': 1},615438,1,-1,2147483648,1
node_181129,{'AY.107': 2},392053,2,295320,9,2
ERR6492835,{'AY.100': 1},373069,1,-1,2147483648,1
SRR20258232,{'AY.39.1': 1},652406,1,652407,1,1
node_180673,{'B.1.617.2': 3},638821,3,295320,4,3
node_309654,{'AY.44': 8},891576,8,867631,1,8
node_181897,{'AY.100': 1},894830,1,894831,1,1
node_175008,{'AY.100': 2},887697,2,753831,1,2
SRR15628733,{'AY.110': 1},395118,1,-1,2147483648,1
SRR22255468,{'BA.5': 1},1381415,1,1381416,1,1
ERR6342716,{'B.1.617.2': 1},321709,1,-1,2147483648,1
ERR9278240,{'BA.2': 1},1123299,1,1123300,1,1
node_180938,{'AY.4': 2},238065,612069,-1,2147483648,2
SRR21458174,{'BA.4': 1},1344976,1,1344977,1,1
ERR5458848,{'B.1.1.7': 1},143656,1,-1,2147483648,1
node_484010,{'BA.1': 2},1049887,2,960706,1,2
ERR7379837,{'AY.4': 1},696342,1,295320,4,1
node_505750,{'BA.1': 1},1162484,1,1162485,1,1
node_181295,{'AY.39': 3},872957,3,-1,2147483648,3
ERR5238288,{'B.1.177.9': 1},104753,1,104754,1,1
ERR6622251,{'AY.4': 1},431503,1,295320,3,1
node_581670,{'BF.1': 1},1321669,1,1321670,1,1
node_572039,{'BA.5.2.1': 1},1428038,1,1428039,1,1
SRR16706479,{'AY.100': 1},599994,1,-1,2147483648,1
SRR21370350,{'BA.5.1.2': 1},1340296,1,1189192,7,1
ERR7305778,{'AY.4': 1},698138,1,698139,1,1
SRR21173296,{'AY.26': 1},685800,1,-1,2147483648,1
node_504685,{'BA.1.18': 1},2453925,1,1044332,4,1
node_431210,"{'BA.1': 1, 'BA.1.19': 2, 'BA.1.17': 1}",987426,863,-1,2147483648,4
SRR15775745,{'AY.3': 1},424562,13,-1,2147483648,1
SRR15189070,{'B.1.1.7': 1},321943,1,-1,2147483648,1
ERR6629362,{'AY.4': 1},402648,1,295320,4,1
node_487122,{'BA.1.17.2': 1},882058,1,-1,2147483648,1
node_177016,{'AY.100': 3},672894,3,-1,2147483648,3
SRR19223070,{'AY.3': 1},894320,1,894321,1,1
node_180635,"{'AY.39': 464, 'AY.119': 250, 'AY.4': 520, 'AY.110': 27, 'AY.4.2': 101, 'AY.100': 834, 'AY.113': 40, 'AY.119.2': 144, 'B.1.617.2': 47, 'AY.118': 178, 'AY.120': 35, 'AY.107': 68, 'AY.39.1': 77, 'AY.117': 67, 'AY.124': 4, 'AY.112.2': 15, 'AY.4.11': 2, 'AY.4.7': 5, 'AY.120.1': 17, 'AY.114': 51, 'AY.109': 9, 'AY.4.4': 7, 'AY.4.2.2': 20, 'AY.4.2.1': 25, 'AY.29': 4, 'AY.36': 37, 'AY.42': 17, 'AY.116.1': 22, 'AY.106': 2, 'AY.129': 6, 'AY.105': 3, 'AY.20': 47, 'AY.103': 10, 'AY.126': 12, 'AY.112': 5, 'AY.111': 3, 'AY.4.5': 1, 'AY.127': 2, 'AY.4.1': 2, 'AY.4.9': 2, 'AY.4.12': 1, 'AY.25': 1, 'AY.46.4': 1, 'AY.25.1': 1, 'AY.4.2.3': 2, 'AY.46.1': 1, 'AY.5': 1}",220185,1061795,-1,2147483648,3190
SRR21797771,{'BA.5.3.1': 1},1375129,1,1375130,1,1
SRR16620947,{'B.1.526': 1},263781,1,263782,1,1
node_180647,{'AY.110': 7},330511,8,-1,2147483648,7
node_172546,{'AY.100': 6},685472,29,607303,3,6
SRR20953902,{'AY.119': 1},743713,1,-1,2147483648,1
node_409301,{'B.1.1': 3},125722,3,125722,0,3
ERR6557788,{'AY.122': 1},413358,1,413359,1,1
ERR7240684,{'AY.4': 1},611140,1,-1,2147483648,1
node_505727,"{'BA.1': 1, 'BA.1.1': 1}",220139,708356,-1,2147483648,2
SRR17235074,{'B.1.617.2': 1},613141,1,295320,4,1
node_175182,{'AY.100': 3},542598,3,526313,1,3
node_600480,"{'XBD': 30, 'XBR': 1, 'BA.2.75': 5}",1291791,7182,-1,2147483648,36
ERR7245663,{'AY.4': 1},637273,1,295320,4,1
SRR20246692,{'AY.100': 1},669990,1,669991,1,1
node_296597,{'AY.44': 2},854203,2,854204,1,2
SRR20682810,{'BA.2': 1},1294442,1,1294443,1,1
node_539516,{'BA.2': 2},1432901,2,1432902,1,2
SRR20263707,{'AY.113': 1},808552,1,710835,2,1
node_180866,{'AY.4.2': 1},571039,1,571040,1,1
ERR6492325,{'AY.4': 1},398981,1,-1,2147483648,1
ERR7005088,{'AY.4': 1},528944,1,-1,2147483648,1
node_45166,{'AY.103': 2},376920,2,376921,1,2
SRR16008906,{'B.1.351': 1},286243,2,-1,2147483648,1
node_181542,{'AY.114': 2},603714,2,293131,4,2
node_333973,{'AY.75': 7},429994,7,429995,1,7
node_600537,{'BA.5.2': 8},1335483,8,1335483,0,8
node_452696,{'BA.1.1': 2},1124554,3,-1,2147483648,2
ERR7701327,{'AY.4.2': 1},757554,1,-1,2147483648,1
node_213045,{'AY.120': 6},820129,6,-1,2147483648,6
node_371666,{'B.1.1.7': 3},105931,3,105931,0,3
ERR6868848,{'AY.4': 1},550956,1,550957,1,1
ERR9700026,{'BA.2': 1},1196232,1,1196233,1,1
node_385731,{'B.1.1.7': 61},238621,61,238621,0,61
ERR10020846,{'BA.5': 1},1312842,1,1312843,1,1
node_180900,{'AY.4': 4},827345,6,-1,2147483648,4
SRR21716808,{'BA.5.6': 1},1366396,1,1366397,1,1
ERR7043839,{'AY.9': 1},541068,1,-1,2147483648,1
node_595950,{'BA.5': 4},1374207,4,1374207,0,4
node_566565,{'BQ.1.1.5': 2},1421570,2,1189192,17,2
node_505753,{'unclassified': -1},-1,0,-1,2147483648,531224
node_320319,{'AY.36': 4},460032,5,-1,2147483648,4
node_181491,{'AY.39': 6},717122,6,681544,1,6
ERR5331405,{'B.1.1.7': 1},136781,1,-1,2147483648,1
node_323014,"{'B.1.617.2': 32, 'AY.126': 8}",394631,40,394632,1,40
node_545406,{'XBB.1.5.4': 2},1436304,2,1436032,1,2
node_183880,{'AY.126': 2},656965,2,650448,1,2
node_176634,{'AY.100': 2},530207,2,432788,3,2
node_181723,{'AY.100': 1},652472,1,-1,2147483648,1
node_180702,{'AY.4': 1},515480,1,515481,1,1
node_539513,{'BA.2': 4},1189192,166127,1189192,0,4
SRR21900426,{'BA.4': 1},1379762,1,1379763,1,1
SRR20186763,{'AY.100': 1},857801,1,-1,2147483648,1
ERR7230437,{'AY.4': 1},678494,1,678495,1,1
node_222966,{'AY.118': 11},286962,3318,-1,2147483648,11
node_188464,{'AY.119.2': 60},710254,60,-1,2147483648,60
ERR6454891,{'B.1.617.2': 1},365317,1,-1,2147483648,1
node_204686,{'B.1.617.2': 3},424034,3,295320,5,3
ERR6569478,{'AY.4': 1},354586,1,-1,2147483648,1
SRR16729209,{'B.1.1.7': 1},250261,1,-1,2147483648,1
node_220408,{'AY.39': 4},349462,5,-1,2147483648,4
SRR21889546,{'BA.5.2': 1},1382682,1,1382683,1,1
node_156771,{'AY.4': 1},468579,1,-1,2147483648,1
SRR16288101,{'AY.113': 1},521853,1,521854,1,1
node_181317,{'AY.39': 1},645449,1,-1,2147483648,1
SRR17813172,{'AY.119': 1},913019,1,913020,1,1
SRR20117083,{'AY.119': 1},894693,1,894694,1,1
ERR7137303,{'AY.4': 1},632621,1,-1,2147483648,1
ERR7148099,{'AY.4': 1},618005,1,-1,2147483648,1
node_181732,{'AY.100': 1},710757,1,-1,2147483648,1
ERR6997670,{'B.1.617.2': 1},574333,1,-1,2147483648,1
ERR6761008,{'AY.4': 1},443409,1,443410,1,1
SRR15983091,{'AY.39.1': 1},488817,1,-1,2147483648,1
SRR16829531,{'AY.113': 1},612982,1,295320,6,1
SRR17367056,{'AY.4': 1},849669,1,-1,2147483648,1
node_160655,{'AY.4': 2},431709,2,-1,2147483648,2
ERR7141593,{'AY.4': 1},483038,1,483039,1,1
SRR15993439,{'AY.39': 1},440845,2,-1,2147483648,1
SRR20226638,{'AY.120.1': 1},716031,1,716032,1,1
node_181076,{'AY.4': 1},560800,1,560801,1,1
node_5901,{'B.1.214': 2},264915,2,264915,0,2
SRR17187152,{'AY.100': 1},838260,1,-1,2147483648,1
SRR16518465,{'AY.3': 1},558154,1,558155,1,1
node_505768,{'XAC': 18},1219046,18,964555,4,18
SRR22011937,{'BA.4.6': 1},1387781,1,-1,2147483648,1
SRR22986640,{'AY.103': 1},550420,1,-1,2147483648,1
node_333966,{'AY.75': 16},383229,16,383230,1,16
SRR20942480,{'AY.122': 1},868232,1,-1,2147483648,1
node_661668,{'B.1.1.29': 19},11180,20,-1,2147483648,19
SRR16700270,{'C.37': 1},334493,1,-1,2147483648,1
node_582166,{'BF.27': 2},1373411,2,1373412,1,2
SRR20117358,{'AY.107': 1},891267,1,891268,1,1
SRR21263213,{'AY.103': 1},834034,2,834035,1,1
node_665393,"{'P.1.10': 548, 'P.1': 2999, 'P.1.17': 491, 'P.1.13': 149, 'P.1.7.1': 4, 'P.1.16': 33, 'P.1.7': 43, 'P.1.14': 18, 'P.1.15': 45, 'P.1.12': 8, 'P.1.4': 1, 'P.1.2': 2, 'P.1.1': 9, 'P.1.17.1': 1, 'P.1.9': 1}",172085,4356,-1,2147483648,4352
SRR20246982,{'AY.113': 1},685496,1,685497,1,1
SRR23600395,{'AY.46.1': 1},579955,1,579956,1,1
SRR19279245,{'AY.119': 1},663386,1,-1,2147483648,1
SRR16350995,{'AY.39.1': 1},537751,3,-1,2147483648,1
node_181510,{'AY.39': 3},631685,3,-1,2147483648,3
node_220074,{'AY.39': 2},516482,3,-1,2147483648,2
node_182201,{'AY.119.2': 2},220139,708356,-1,2147483648,2
SRR20186249,{'AY.113': 1},857774,1,295320,6,1
ERR8198202,{'AY.4.2.2': 1},878161,1,295320,8,1
SRR20891142,{'AY.39': 1},925496,1,925497,1,1
node_156297,{'AY.4': 2},587061,2,587062,1,2
ERR9625458,{'BA.1': 1},1200359,1,1200360,1,1
SRR21797337,{'BA.2.75.2': 1},1375055,1,1375056,1,1
node_351211,{'B.1.1.7': 69},200835,69,-1,2147483648,69
node_181656,{'AY.100': 3},578932,6,-1,2147483648,3
SRR20178790,{'AY.34.1': 1},823202,1,-1,2147483648,1
node_183966,{'AY.107': 2},631798,3,-1,2147483648,2
node_173464,{'AY.100': 21},593957,67,579674,1,21
SRR21834646,{'BA.5.2.1': 1},1358270,1,1358271,1,1
node_198215,{'AY.4': 2},533073,2,-1,2147483648,2
ERR10839848,{'BA.2': 1},1430260,1,1430261,1,1
ERR6490974,{'AY.4': 1},395770,1,-1,2147483648,1
SRR20264149,{'AY.119': 1},812784,1,812785,1,1
SRR20117298,{'AY.39.1': 1},894760,1,894761,1,1
node_435546,{'BA.1.1': 1},971194,1,-1,2147483648,1
SRR20918075,{'AY.4': 1},897892,1,295320,3,1
SRR17445040,{'AY.67': 1},334513,1,334514,1,1
node_182359,{'AY.113': 2},652385,2,295320,7,2
SRR15491121,{'P.1': 1},377105,1,-1,2147483648,1
node_180298,{'AY.113': 1},685523,3,685524,1,1
node_553131,"{'BA.5.1': 8, 'BA.5.2': 1}",1353974,9,1189192,6,9
node_278390,{'AY.3': 3},377592,3,-1,2147483648,3
ERR7239993,{'B.1.617.2': 1},644247,1,295320,5,1
ERR7148136,{'AY.36': 1},610783,1,-1,2147483648,1
ERR7314127,{'AY.4.2': 1},641091,1,641092,1,1
node_56081,{'AY.4': 2},752005,2,752005,0,2
node_181828,{'AY.100': 1},645409,1,-1,2147483648,1
SRR20254670,{'AY.20': 1},645419,1,295320,8,1
node_181271,{'AY.39.1': 3},652398,3,-1,2147483648,3
node_409307,{'unclassified': -1},-1,0,-1,2147483648,339523
node_183083,{'AY.114': 10},587860,10,-1,2147483648,10
ERR7313709,{'AY.4': 1},680539,1,295320,3,1
node_585849,{'BA.5.2.1': 6},1364334,6,1189192,6,6
node_92246,{'AY.4': 2},659106,2,659106,0,2
ERR6491383,{'B.1.617.2': 1},373051,1,373052,1,1
SRR15954459,{'B.1.637': 1},297975,1,-1,2147483648,1
node_182318,{'AY.127': 2},575284,2,-1,2147483648,2
node_181669,{'AY.100': 2},812512,2,-1,2147483648,2
node_45191,{'XC': 5},414488,5,414488,0,5
ERR10031820,{'BE.1': 1},1322025,1,1322026,1,1
SRR16829334,{'AY.109': 1},617000,1,617001,1,1
node_181231,{'AY.39': 1},617021,1,-1,2147483648,1
node_177749,{'AY.100': 1},725167,1,-1,2147483648,1
node_222557,{'AY.118': 2},887471,2,-1,2147483648,2
node_182081,{'AY.119': 3},579571,3,579572,1,3
node_180653,{'AY.126': 1},496495,1,295320,5,1
node_490835,{'BA.1.17.2': 2},1070322,2,-1,2147483648,2
SRR19693929,{'BA.2.64': 1},1238542,1,1238543,1,1
node_181965,{'AY.100': 2},453920,2,-1,2147483648,2
node_332247,{'AY.47': 2},516436,2,-1,2147483648,2
node_180919,{'AY.4': 1},874960,1,874961,1,1
ERR7007369,{'AY.126': 1},574349,1,-1,2147483648,1
ERR7244209,{'AY.4': 1},647012,1,647013,1,1
ERR9989603,{'BA.4': 1},1304005,1,1189192,7,1
ERR5054123,{'B.1.1': 1},79762,1,79763,1,1
node_181947,{'AY.100': 16},672804,16,-1,2147483648,16
node_180972,{'AY.4': 1},655073,1,295320,4,1
ERR4758732,{'B.1.1.307': 1},37969,1,37970,1,1
node_633568,{'BA.2': 1},1189558,1,1189559,1,1
SRR20247188,{'AY.118': 1},685555,1,-1,2147483648,1
SRR16527246,{'AY.39': 1},575302,1,575303,1,1
SRR16008981,{'B.1.351': 1},320591,1,320592,1,1
SRR21136319,{'AY.103': 1},374195,1,-1,2147483648,1
node_185188,{'AY.125': 16},306943,943,-1,2147483648,16
ERR6486365,{'AY.4': 1},346284,1,346285,1,1
node_408316,{'B.1.1.7': 1},102263,1,-1,2147483648,1
ERR7383256,{'AY.4': 1},723236,1,723237,1,1
ERR10219839,{'BA.5.1.2': 1},1358512,1,1358513,1,1
ERR5743634,{'B.1.1.7': 1},229636,1,229637,1,1
node_182184,{'AY.119.2': 2},2725964,2,537763,3,2
node_214240,{'AY.120': 6},602055,6,602056,1,6
node_187981,{'AY.121': 2},733253,2,-1,2147483648,2
SRR20189753,{'AY.118': 1},872246,1,-1,2147483648,1
node_553970,{'BA.5.1': 4},1295777,4,1295777,0,4
node_182441,{'AY.113': 3},631650,38,295320,6,3
node_126187,{'AY.46.5': 3},421254,3,-1,2147483648,3
ERR7237498,{'AY.4': 1},658632,1,658633,1,1
node_181462,{'AY.39': 5},678438,5,517130,1,5
node_182175,{'AY.119': 1},894852,1,894853,1,1
ERR6776271,{'AY.120': 1},493883,1,493884,1,1
node_190271,{'AY.119': 2},739257,2,-1,2147483648,2
SRR19223626,{'AY.39': 1},894499,1,894500,1,1
node_284594,{'AY.3': 1},876194,1,876195,1,1
node_181289,{'AY.39': 1},584328,2,-1,2147483648,1
node_181014,{'AY.4': 1},449555,1,449556,1,1
node_180708,{'AY.4': 2},657490,9,-1,2147483648,2
node_548475,{'BA.5.1': 6},1349017,6,1340062,1,6
node_580451,{'BA.5.6': 1},1319112,1,1319113,1,1
node_145418,{'AY.4': 4},758927,4,-1,2147483648,4
node_562341,{'BA.5.1': 2},1288800,2,1288801,1,2
SRR21606289,{'BA.5.6': 1},1346197,1,1346198,1,1
node_180651,{'AY.126': 12},453614,12,295320,4,12
SRR16829333,{'AY.100': 1},616999,1,-1,2147483648,1
ERR7321236,{'AY.4': 1},684569,1,515468,2,1
ERR6763204,{'AY.112': 1},456046,1,-1,2147483648,1
SRR21371381,{'BE.2': 1},1338276,1,1338277,1,1
node_181106,{'AY.4': 1},658629,1,295320,3,1
node_174449,{'AY.100': 2},868391,2,-1,2147483648,2
SRR21457722,{'BA.5.1.25': 1},1348407,1,1348408,1,1
ERR7234709,{'AY.4': 1},664902,1,-1,2147483648,1
node_180781,{'AY.4': 2},819059,2,819060,1,2
ERR7707958,{'AY.36': 1},757584,1,757585,1,1
ERR9908351,{'BA.2': 1},1276625,1,1276626,1,1
ERR7305983,{'AY.4': 1},662332,1,662333,1,1
node_209629,{'AY.4': 3},559338,3,559339,1,3
SRR21317915,{'AY.3': 1},690268,1,-1,2147483648,1
ERR8213432,{'AY.43': 1},838053,1,838054,1,1
node_539518,"{'BA.2.75.2': 294, 'CH.1.1.1': 462, 'BN.1.3': 248, 'BN.1.5': 296, 'BN.1.7': 94, 'BA.2.75.5': 117, 'BA.2.75.4': 17, 'DV.6': 457, 'CH.1.1': 1484, 'CH.1.1.9': 62, 'CH.1.1.19': 161, 'CA.1': 47, 'CA.7': 69, 'BN.1.3.1': 267, 'BA.2.75.1': 147, 'BL.1.3': 2, 'BN.1': 235, 'CH.1.1.8': 40, 'CB.1': 24, 'CJ.1.2': 26, 'BN.1.2.3': 9, 'BM.1.1.3': 130, 'BY.1': 71, 'DV.1.1': 61, 'BM.4.1.1': 75, 'DV.3': 128, 'BL.2': 31, 'CV.1': 35, 'BN.1.2.1': 103, 'BN.1.4.1': 18, 'BN.1.4.2': 1, 'BN.1.3.6': 36, 'CH.1.1.10': 54, 'CH.1.1.28': 58, 'CH.1.1.15': 4, 'CH.1.1.24': 19, 'BM.1.1': 42, 'CH.1.1.25': 21, 'BN.1.4': 87, 'BN.1.4.3': 10, 'CH.1.1.17': 9, 'BN.1.1': 16, 'BN.1.2': 97, 'CH.1.1.5': 30, 'BR.1.2': 30, 'DS.1': 3, 'BN.1.9': 11, 'CA.3.1': 12, 'BA.2.75': 62, 'DV.2': 44, 'BL.1': 81, 'CH.1.1.11': 61, 'CH.1.1.2': 247, 'CA.5': 21, 'CH.1.1.6': 76, 'FJ.1': 37, 'CH.1.1.13': 106, 'GP.2': 25, 'BN.1.4.5': 10, 'BR.2.1': 79, 'BN.6': 35, 'BA.2.75.10': 6, 'CH.1.1.3': 15, 'BL.6': 5, 'CH.1.1.7': 3, 'BM.1': 13, 'BR.5': 4, 'CA.3': 18, 'XBK': 6, 'BR.1': 45, 'GP.3': 19, 'BY.1.2': 14, 'EJ.1': 5, 'CH.1.1.14': 28, 'BA.2.75.6': 11, 'DV.3.1': 28, 'BN.5': 20, 'CA.2': 3, 'BN.1.10': 10, 'BN.1.2.2': 7, 'XBQ': 14, 'BM.1.1.5': 10, 'BN.1.5.2': 6, 'BN.3.1': 21, 'BA.2.75.7': 9, 'BM.1.1.2': 1, 'BN.4': 2, 'EJ.2': 9, 'BN.1.3.5': 9, 'GP.1': 4, 'BM.5': 3, 'DV.1': 11, 'BN.2.1': 7, 'CJ.1.1': 6, 'BA.2.75.3': 35, 'BL.3': 4, 'CH.2': 1, 'CJ.1.3': 6, 'BM.1.1.1': 8, 'CH.1.1.23': 4, 'BN.1.2.4': 4, 'BL.1.4': 6, 'CH.1.1.27': 5, 'BN.1.3.12': 8, 'CH.1.1.20': 2, 'BL.1.1': 1, 'DV.5': 7, 'BN.1.3.4': 2, 'BL.4': 4, 'BN.3': 3, 'CH.1': 3, 'BM.4.1': 1, 'BN.1.3.8': 1, 'BN.1.3.7': 3, 'BM.2': 4, 'BN.2': 3, 'BY.1.2.1': 1, 'CH.1.1.30': 1, 'DV.7': 5, 'BN.1.1.1': 5, 'FK.1.2': 1, 'BM.2.1': 1, 'BM.4': 1, 'CH.1.1.26': 1, 'DS.2': 1, 'XBK.1': 1, 'CH.3.1': 1, 'BR.4': 1, 'DS.3': 1, 'FK.1': 1, 'DV.4': 2, 'BN.1.2.5': 1, 'CJ.1': 1}",903506,300569,-1,2147483648,7147
node_76363,{'AY.4': 4},664698,4,-1,2147483648,4
SRR16317567,{'AY.13': 1},409082,1,-1,2147483648,1
SRR20177943,{'AY.117': 1},771778,1,-1,2147483648,1
ERR7686527,{'AY.4': 1},797433,1,797434,1,1
SRR20263107,{'AY.39': 1},808290,1,-1,2147483648,1
SRR21000324,{'BA.4': 1},1315605,1,-1,2147483648,1
ERR7528093,{'AY.43': 1},784430,1,-1,2147483648,1
