pango,root,total_samples,max_descendants,min_descendants,parent_max_descendants,parent_min_descendants,diff,diff_parent,relative_diff,relative_diff_parent
B.1.1.205,13858,45,45,45,45,45,0,0,0.0,0.0
B.1.1.207,38459,107,107,107,107,107,0,0,0.0,0.0
B.1.1.208,1516,51,51,51,51,51,0,0,0.0,0.0
B.1.1.209,28862,14,14,14,14,14,0,0,0.0,0.0
B.1.1.210,18654,4,4,4,4,4,0,0,0.0,0.0
B.1.1.213,3941,36,36,36,36,36,0,0,0.0,0.0
B.1.1.216,30037,17,17,17,17,17,0,0,0.0,0.0
B.1.1.217,12469,210,210,209,210,209,0,0,0.0,0.0
B.1.1.218,26047,7,7,7,7,7,0,0,0.0,0.0
B.1.1.219,23896,2,2,2,2,2,0,0,0.0,0.0
B.1.1.220,5387,127,1,1,124,124,126,3,0.9921259842519685,0.023622047244094488
B.1.1.222,20087,639,587,587,639,639,52,0,0.081377151799687,0.0
B.1.1.225,25872,3,3,3,3,3,0,0,0.0,0.0
B.1.1.226,19292,3,3,3,3,3,0,0,0.0,0.0
B.1.1.227,17113,188,188,188,188,188,0,0,0.0,0.0
B.1.1.228,13542,50,50,50,50,50,0,0,0.0,0.0
B.1.1.231,3864,3,3,3,3,3,0,0,0.0,0.0
B.1.1.232,23010,11,11,11,11,11,0,0,0.0,0.0
B.1.1.234,33955,23,20,20,23,23,3,0,0.13043478260869565,0.0
B.1.1.236,29369,67,67,67,67,67,0,0,0.0,0.0
B.1.1.237,14621,118,118,118,118,118,0,0,0.0,0.0
B.1.1.239,23843,12,12,12,12,12,0,0,0.0,0.0
B.1.1.240,27219,144,144,144,144,144,0,0,0.0,0.0
B.1.1.241,24323,53,53,53,53,53,0,0,0.0,0.0
B.1.1.242,26351,1,1,1,1,1,0,0,0.0,0.0
B.1.1.243,69782,5,5,5,5,5,0,0,0.0,0.0
B.1.1.249,5035,7,7,7,7,7,0,0,0.0,0.0
B.1.1.25,12479,239,221,221,221,221,18,18,0.07531380753138076,0.07531380753138076
B.1.1.253,12756,287,284,284,287,287,3,0,0.010452961672473868,0.0
B.1.1.254,17026,5,5,5,5,5,0,0,0.0,0.0
B.1.1.255,14383,238,238,238,238,238,0,0,0.0,0.0
B.1.1.256,11350,53,53,53,53,53,0,0,0.0,0.0
B.1.1.257,191,22,22,22,22,22,0,0,0.0,0.0
B.1.1.258,18278,2,2,2,2,2,0,0,0.0,0.0
B.1.1.261,22108,3,3,3,3,3,0,0,0.0,0.0
B.1.1.262,10982,48,48,48,48,48,0,0,0.0,0.0
B.1.1.263,29027,2,2,2,2,2,0,0,0.0,0.0
B.1.1.266,24553,16,13,13,13,13,3,3,0.1875,0.1875
B.1.1.268,19671,2,1,1,1,1,1,1,0.5,0.5
B.1.1.269,19347,141,141,141,141,141,0,0,0.0,0.0
B.1.1.270,2202,39,39,39,39,39,0,0,0.0,0.0
B.1.1.273,18119,5,5,5,5,5,0,0,0.0,0.0
B.1.1.274,15967,63,62,62,63,63,1,0,0.015873015873015872,0.0
B.1.1.275,4607,4,4,4,4,4,0,0,0.0,0.0
B.1.1.277,747,199,183,183,199,199,16,0,0.08040201005025126,0.0
B.1.1.279,2130,657,657,657,657,657,0,0,0.0,0.0
B.1.1.28,1927,66,63,63,66,66,3,0,0.045454545454545456,0.0
B.1.1.280,29517,5,4,4,4,4,1,1,0.2,0.2
B.1.1.282,20724,1,1,1,1,1,0,0,0.0,0.0
B.1.1.285,19052,1,1,1,1,1,0,0,0.0,0.0
B.1.1.286,22390,258,238,238,238,238,20,20,0.07751937984496124,0.07751937984496124
B.1.1.289,2509,161,161,161,161,161,0,0,0.0,0.0
B.1.1.29,9124,24,24,24,24,24,0,0,0.0,0.0
B.1.1.294,13562,80,80,80,80,80,0,0,0.0,0.0
B.1.1.296,1129,35,35,35,35,35,0,0,0.0,0.0
B.1.1.297,54584,1,1,1,1,1,0,0,0.0,0.0
B.1.1.299,15963,61,61,61,61,61,0,0,0.0,0.0
B.1.1.3,1432,83,83,83,83,83,0,0,0.0,0.0
B.1.1.300,17182,78,78,78,78,78,0,0,0.0,0.0
B.1.1.301,14790,622,622,622,622,622,0,0,0.0,0.0
B.1.1.302,23604,22,21,21,22,22,1,0,0.045454545454545456,0.0
B.1.1.303,18832,258,258,258,258,258,0,0,0.0,0.0
B.1.1.304,21543,19,19,19,19,19,0,0,0.0,0.0
B.1.1.305,24106,49,49,49,49,49,0,0,0.0,0.0
B.1.1.306,15772,12,11,11,12,12,1,0,0.08333333333333333,0.0
B.1.1.307,23161,1533,1533,1532,1533,1532,0,0,0.0,0.0
B.1.1.308,31188,60,60,58,60,58,0,0,0.0,0.0
B.1.1.309,24738,115,115,115,115,115,0,0,0.0,0.0
B.1.1.310,26535,44,44,44,44,44,0,0,0.0,0.0
B.1.1.311,87,1895,1893,1893,1895,1895,2,0,0.0010554089709762533,0.0
B.1.1.312,26057,174,174,174,174,174,0,0,0.0,0.0
B.1.1.315,32546,18,18,18,18,18,0,0,0.0,0.0
B.1.1.316,41346,249,249,249,249,249,0,0,0.0,0.0
B.1.1.317,28572,12,8,8,11,11,4,1,0.3333333333333333,0.08333333333333333
B.1.1.318,139608,741,741,741,741,741,0,0,0.0,0.0
B.1.1.322,151106,5,5,5,5,5,0,0,0.0,0.0
B.1.1.323,157,10,10,10,10,10,0,0,0.0,0.0
B.1.1.329,49226,14,14,14,14,14,0,0,0.0,0.0
B.1.1.33,257,81,79,79,81,81,2,0,0.024691358024691357,0.0
B.1.1.333,94588,87,87,87,87,87,0,0,0.0,0.0
B.1.1.339,1285,5,5,5,5,5,0,0,0.0,0.0
B.1.1.34,1239,2,1,1,1,1,1,1,0.5,0.5
B.1.1.341,30373,10,10,10,10,10,0,0,0.0,0.0
B.1.1.342,18784,1,1,1,1,1,0,0,0.0,0.0
B.1.1.344,7674,17,17,17,17,17,0,0,0.0,0.0
B.1.1.345,128530,2,2,2,2,2,0,0,0.0,0.0
B.1.1.347,59023,1,1,1,1,1,0,0,0.0,0.0
B.1.1.348,151122,101,101,101,101,101,0,0,0.0,0.0
B.1.1.349,23888,28,28,28,28,28,0,0,0.0,0.0
B.1.1.351,324074,18,18,18,18,18,0,0,0.0,0.0
B.1.1.354,136537,2,2,2,2,2,0,0,0.0,0.0
B.1.1.355,32138,24,17,17,17,17,7,7,0.2916666666666667,0.2916666666666667
B.1.1.356,19061,3,2,2,2,2,1,1,0.3333333333333333,0.3333333333333333
B.1.1.359,26659,4,3,3,3,3,1,1,0.25,0.25
B.1.1.360,8404,9,9,9,9,9,0,0,0.0,0.0
B.1.1.361,15650,11,11,11,11,11,0,0,0.0,0.0
B.1.1.362,19147,23,23,23,23,23,0,0,0.0,0.0
B.1.1.363,6566,65,65,65,65,65,0,0,0.0,0.0
B.1.1.364,27855,3,3,3,3,3,0,0,0.0,0.0
B.1.1.365,15273,137,87,87,87,87,50,50,0.36496350364963503,0.36496350364963503
B.1.1.367,6453,1,1,1,1,1,0,0,0.0,0.0
B.1.1.368,65464,43,43,43,43,43,0,0,0.0,0.0
B.1.1.369,475,1251,1251,1251,1251,1251,0,0,0.0,0.0
B.1.1.37,13996,3397,3397,3397,3397,3397,0,0,0.0,0.0
B.1.1.371,29033,20,20,20,20,20,0,0,0.0,0.0
B.1.1.372,216,642,642,642,642,642,0,0,0.0,0.0
B.1.1.376,14993,62,62,62,62,62,0,0,0.0,0.0
B.1.1.378,11948,21,17,17,21,21,4,0,0.19047619047619047,0.0
B.1.1.379,11566,4,4,4,4,4,0,0,0.0,0.0
B.1.1.38,14750,11,11,11,11,11,0,0,0.0,0.0
B.1.1.380,17005,9,9,9,9,9,0,0,0.0,0.0
B.1.1.383,13394,3,3,3,3,3,0,0,0.0,0.0
B.1.1.386,8212,2,2,2,2,2,0,0,0.0,0.0
B.1.1.39,21095,57,57,57,57,57,0,0,0.0,0.0
B.1.1.391,18697,1,1,1,1,1,0,0,0.0,0.0
B.1.1.394,26322,16,16,16,16,16,0,0,0.0,0.0
B.1.1.395,11411,11,11,11,11,11,0,0,0.0,0.0
B.1.1.397,152416,82,79,79,79,79,3,3,0.036585365853658534,0.036585365853658534
B.1.1.398,24220,1,1,1,1,1,0,0,0.0,0.0
B.1.1.4,15958,259,259,259,259,259,0,0,0.0,0.0
B.1.1.40,13362,3,3,3,3,3,0,0,0.0,0.0
B.1.1.401,17661,2,2,2,2,2,0,0,0.0,0.0
B.1.1.402,10204,7,7,7,7,7,0,0,0.0,0.0
B.1.1.403,37515,7,7,7,7,7,0,0,0.0,0.0
B.1.1.406,21862,57,57,57,57,57,0,0,0.0,0.0
B.1.1.408,20910,26,26,26,26,26,0,0,0.0,0.0
B.1.1.41,1315,109,109,109,109,109,0,0,0.0,0.0
B.1.1.410,21909,1,1,1,1,1,0,0,0.0,0.0
B.1.1.411,94436,1,1,1,1,1,0,0,0.0,0.0
B.1.1.412,21228,1,1,1,1,1,0,0,0.0,0.0
B.1.1.416,21539,268,268,268,268,268,0,0,0.0,0.0
B.1.1.418,37444,21,21,21,21,21,0,0,0.0,0.0
B.1.1.419,550,47,28,28,47,47,19,0,0.40425531914893614,0.0
B.1.1.421,19557,7,7,7,7,7,0,0,0.0,0.0
B.1.1.423,14170,10,10,10,10,10,0,0,0.0,0.0
B.1.1.426,18087,5,3,3,3,3,2,2,0.4,0.4
B.1.1.43,2803,47,47,47,47,47,0,0,0.0,0.0
B.1.1.432,23296,49,49,49,49,49,0,0,0.0,0.0
B.1.1.434,26825,245,245,245,245,245,0,0,0.0,0.0
B.1.1.438,4121,3,2,2,2,2,1,1,0.3333333333333333,0.3333333333333333
B.1.1.44,23731,211,190,190,191,191,21,20,0.0995260663507109,0.0947867298578199
B.1.1.440,18707,2,2,2,2,2,0,0,0.0,0.0
B.1.1.441,19223,1,1,1,1,1,0,0,0.0,0.0
B.1.1.448,13577,6,6,6,6,6,0,0,0.0,0.0
B.1.1.45,14918,57,37,37,37,37,20,20,0.3508771929824561,0.3508771929824561
B.1.1.450,62310,12,12,12,12,12,0,0,0.0,0.0
B.1.1.451,38894,5,5,5,5,5,0,0,0.0,0.0
B.1.1.453,32730,2,2,2,2,2,0,0,0.0,0.0
B.1.1.459,15427,5,5,5,5,5,0,0,0.0,0.0
B.1.1.461,103747,1,1,1,1,1,0,0,0.0,0.0
B.1.1.462,22102,1,1,1,1,1,0,0,0.0,0.0
B.1.1.463,13037,12,10,10,12,12,2,0,0.16666666666666666,0.0
B.1.1.464,8814,136,136,136,136,136,0,0,0.0,0.0
B.1.1.467,50439,4,4,4,4,4,0,0,0.0,0.0
B.1.1.47,21744,6,4,4,4,4,2,2,0.3333333333333333,0.3333333333333333
B.1.1.480,10923,5,5,5,5,5,0,0,0.0,0.0
B.1.1.482,2007,3,2,2,3,3,1,0,0.3333333333333333,0.0
B.1.1.485,7485,18,17,17,18,18,1,0,0.05555555555555555,0.0
B.1.1.49,9626,1,1,1,1,1,0,0,0.0,0.0
B.1.1.5,1978,13,13,13,13,13,0,0,0.0,0.0
B.1.1.50,3579,34,34,34,34,34,0,0,0.0,0.0
B.1.1.500,31637,2,2,2,2,2,0,0,0.0,0.0
B.1.1.51,3936,454,454,454,454,454,0,0,0.0,0.0
B.1.1.512,22335,1,1,1,1,1,0,0,0.0,0.0
B.1.1.513,676,3,3,3,3,3,0,0,0.0,0.0
B.1.1.514,11679,7,7,7,7,7,0,0,0.0,0.0
B.1.1.517,70069,34,34,34,34,34,0,0,0.0,0.0
B.1.1.518,66874,1,1,1,1,1,0,0,0.0,0.0
B.1.1.519,107591,3269,3269,3269,3269,3269,0,0,0.0,0.0
B.1.1.521,62762,7,7,7,7,7,0,0,0.0,0.0
B.1.1.529,990318,1,1,1,1,1,0,0,0.0,0.0
B.1.1.54,19973,6,6,6,6,6,0,0,0.0,0.0
B.1.1.55,7755,57,57,57,57,57,0,0,0.0,0.0
B.1.1.56,19979,1,1,1,1,1,0,0,0.0,0.0
B.1.1.57,13391,7,6,6,6,6,1,1,0.14285714285714285,0.14285714285714285
B.1.1.58,28922,1,1,1,1,1,0,0,0.0,0.0
B.1.1.59,15969,133,120,120,133,133,13,0,0.09774436090225563,0.0
B.1.1.61,8798,34,24,24,24,24,10,10,0.29411764705882354,0.29411764705882354
B.1.1.62,26295,4,3,3,3,3,1,1,0.25,0.25
B.1.1.63,26471,1,1,1,1,1,0,0,0.0,0.0
B.1.1.67,15935,164,164,164,164,164,0,0,0.0,0.0
B.1.1.7,86456,289202,289202,289197,289202,289197,0,0,0.0,0.0
B.1.1.70,23031,121,117,117,117,117,4,4,0.03305785123966942,0.03305785123966942
B.1.1.71,318,19,19,19,19,19,0,0,0.0,0.0
B.1.1.74,21207,194,191,191,194,194,3,0,0.015463917525773196,0.0
B.1.1.75,1048,3,3,3,3,3,0,0,0.0,0.0
B.1.1.77,18640,1,1,1,1,1,0,0,0.0,0.0
B.1.1.8,852,119,119,119,119,119,0,0,0.0,0.0
B.1.1.82,6229,8,8,8,8,8,0,0,0.0,0.0
B.1.1.83,1327,210,206,206,210,210,4,0,0.01904761904761905,0.0
B.1.1.86,14873,17,17,17,17,17,0,0,0.0,0.0
B.1.1.88,1464,9,9,9,9,9,0,0,0.0,0.0
B.1.1.89,1330,76,73,73,76,76,3,0,0.039473684210526314,0.0
B.1.1.92,16204,22,22,22,22,22,0,0,0.0,0.0
B.1.1.93,17753,18,18,18,18,18,0,0,0.0,0.0
B.1.1.95,15540,20,20,20,20,20,0,0,0.0,0.0
B.1.1.97,12420,29,29,29,29,29,0,0,0.0,0.0
B.1.1.98,9516,1,1,1,1,1,0,0,0.0,0.0
B.1.1.99,6859,1,1,1,1,1,0,0,0.0,0.0
B.1.104,456,163,158,158,163,163,5,0,0.03067484662576687,0.0
B.1.105,1685,87,87,87,87,87,0,0,0.0,0.0
B.1.106,10244,7,7,7,7,7,0,0,0.0,0.0
B.1.108,7390,15,15,15,15,15,0,0,0.0,0.0
B.1.110,904,26,26,26,26,26,0,0,0.0,0.0
B.1.110.2,6123,4,4,4,4,4,0,0,0.0,0.0
B.1.110.3,19648,392,392,392,392,392,0,0,0.0,0.0
B.1.111,730,26,26,26,26,26,0,0,0.0,0.0
B.1.112,6424,22,22,22,22,22,0,0,0.0,0.0
B.1.113,16155,10,10,10,10,10,0,0,0.0,0.0
B.1.115,2513,5,5,5,5,5,0,0,0.0,0.0
B.1.117,4708,61,61,61,61,61,0,0,0.0,0.0
B.1.119,20636,1,1,1,1,1,0,0,0.0,0.0
B.1.12,15771,16,16,16,16,16,0,0,0.0,0.0
B.1.120,9305,27,27,27,27,27,0,0,0.0,0.0
B.1.126,2516,96,96,96,96,96,0,0,0.0,0.0
B.1.128,1204,27,27,27,27,27,0,0,0.0,0.0
B.1.13,280,179,179,179,179,179,0,0,0.0,0.0
B.1.137,7051,31,31,31,31,31,0,0,0.0,0.0
B.1.139,14356,328,328,328,328,328,0,0,0.0,0.0
B.1.14,7420,9,9,9,9,9,0,0,0.0,0.0
B.1.140,20081,6,6,6,6,6,0,0,0.0,0.0
B.1.142,1757,109,109,109,109,109,0,0,0.0,0.0
B.1.143,11770,13,12,12,13,13,1,0,0.07692307692307693,0.0
B.1.145,11256,7,4,4,4,4,3,3,0.42857142857142855,0.42857142857142855
B.1.146,20262,1,1,1,1,1,0,0,0.0,0.0
B.1.147,1073,297,297,297,297,297,0,0,0.0,0.0
B.1.151,1396,27,27,27,27,27,0,0,0.0,0.0
B.1.153,413,16,15,15,16,16,1,0,0.0625,0.0
B.1.157,832,59,58,57,59,58,1,0,0.01694915254237288,0.0
B.1.159,3119,1,1,1,1,1,0,0,0.0,0.0
B.1.160,25312,2286,2285,2282,2285,2282,1,1,0.0004374453193350831,0.0004374453193350831
B.1.160.10,54447,3,3,3,3,3,0,0,0.0,0.0
B.1.160.12,69703,1,1,1,1,1,0,0,0.0,0.0
B.1.160.16,99422,4,4,4,4,4,0,0,0.0,0.0
B.1.160.23,28928,144,141,141,144,144,3,0,0.020833333333333332,0.0
B.1.160.26,54446,11,11,11,11,11,0,0,0.0,0.0
B.1.160.29,101348,1,1,1,1,1,0,0,0.0,0.0
B.1.160.30,154041,8,5,5,8,8,3,0,0.375,0.0
B.1.160.33,47914,122,109,109,122,122,13,0,0.10655737704918032,0.0
B.1.160.7,35998,331,331,331,331,331,0,0,0.0,0.0
B.1.162,2500,19,19,19,19,19,0,0,0.0,0.0
B.1.163,6738,10,10,10,10,10,0,0,0.0,0.0
B.1.164,21180,6,6,6,6,6,0,0,0.0,0.0
B.1.165,11602,46,46,46,46,46,0,0,0.0,0.0
B.1.166,2439,27,20,20,27,27,7,0,0.25925925925925924,0.0
B.1.167,5005,20,20,20,20,20,0,0,0.0,0.0
B.1.168,12721,13,13,13,13,13,0,0,0.0,0.0
B.1.173,14134,32,30,30,32,32,2,0,0.0625,0.0
B.1.177,22349,31781,31781,31778,31781,31778,0,0,0.0,0.0
B.1.177.10,29034,717,717,717,717,717,0,0,0.0,0.0
B.1.177.11,23861,784,784,784,784,784,0,0,0.0,0.0
B.1.177.12,112192,1,1,1,1,1,0,0,0.0,0.0
B.1.177.14,23181,48,48,48,48,48,0,0,0.0,0.0
B.1.177.15,28058,1106,1105,1105,1105,1105,1,1,0.0009041591320072332,0.0009041591320072332
B.1.177.16,29678,1032,1032,1032,1032,1032,0,0,0.0,0.0
B.1.177.17,28230,899,899,899,899,899,0,0,0.0,0.0
B.1.177.18,30294,497,497,497,497,497,0,0,0.0,0.0
B.1.177.19,28446,341,341,341,341,341,0,0,0.0,0.0
B.1.177.2,28454,153,153,153,153,153,0,0,0.0,0.0
B.1.177.20,28637,452,452,452,452,452,0,0,0.0,0.0
B.1.177.21,28769,8,8,8,8,8,0,0,0.0,0.0
B.1.177.24,36265,2,2,2,2,2,0,0,0.0,0.0
B.1.177.26,40012,105,105,105,105,105,0,0,0.0,0.0
B.1.177.3,26521,100,100,100,100,100,0,0,0.0,0.0
B.1.177.30,46730,97,97,97,97,97,0,0,0.0,0.0
B.1.177.32,47388,106,106,106,106,106,0,0,0.0,0.0
B.1.177.33,45909,48,48,48,48,48,0,0,0.0,0.0
B.1.177.35,73772,5,5,5,5,5,0,0,0.0,0.0
B.1.177.38,30073,1,1,1,1,1,0,0,0.0,0.0
B.1.177.39,98971,1,1,1,1,1,0,0,0.0,0.0
B.1.177.4,28277,3110,3110,3109,3110,3109,0,0,0.0,0.0
B.1.177.41,31812,2,2,2,2,2,0,0,0.0,0.0
B.1.177.42,73163,1,1,1,1,1,0,0,0.0,0.0
B.1.177.43,29757,1,1,1,1,1,0,0,0.0,0.0
B.1.177.44,24326,56,55,55,55,55,1,1,0.017857142857142856,0.017857142857142856
B.1.177.47,66042,17,17,17,17,17,0,0,0.0,0.0
B.1.177.48,33300,237,235,235,237,237,2,0,0.008438818565400843,0.0
B.1.177.5,27481,471,471,471,471,471,0,0,0.0,0.0
B.1.177.50,37507,3,3,3,3,3,0,0,0.0,0.0
B.1.177.51,52218,20,17,17,17,17,3,3,0.15,0.15
B.1.177.52,25592,173,173,173,173,173,0,0,0.0,0.0
B.1.177.53,23741,36,36,36,36,36,0,0,0.0,0.0
B.1.177.54,30449,912,912,912,912,912,0,0,0.0,0.0
B.1.177.55,32552,229,229,229,229,229,0,0,0.0,0.0
B.1.177.56,24934,919,902,902,919,919,17,0,0.018498367791077257,0.0
B.1.177.57,25400,2452,2438,2438,2452,2452,14,0,0.005709624796084829,0.0
B.1.177.58,33719,429,429,429,429,429,0,0,0.0,0.0
B.1.177.59,89274,1,1,1,1,1,0,0,0.0,0.0
B.1.177.6,32036,681,681,681,681,681,0,0,0.0,0.0
B.1.177.60,25381,456,410,410,456,456,46,0,0.10087719298245613,0.0
B.1.177.63,39696,255,254,254,255,255,1,0,0.00392156862745098,0.0
B.1.177.65,32356,1191,1184,1184,1191,1191,7,0,0.005877413937867338,0.0
B.1.177.67,74745,2,2,2,2,2,0,0,0.0,0.0
B.1.177.69,30965,437,437,437,437,437,0,0,0.0,0.0
B.1.177.7,25618,4558,4499,4499,4558,4558,59,0,0.012944273804300131,0.0
B.1.177.72,97956,111,111,111,111,111,0,0,0.0,0.0
B.1.177.73,82434,17,17,17,17,17,0,0,0.0,0.0
B.1.177.74,77649,2,2,2,2,2,0,0,0.0,0.0
B.1.177.75,52701,10,9,9,10,10,1,0,0.1,0.0
B.1.177.77,44347,27,27,27,27,27,0,0,0.0,0.0
B.1.177.8,28469,902,901,901,902,902,1,0,0.0011086474501108647,0.0
B.1.177.80,82881,12,12,12,12,12,0,0,0.0,0.0
B.1.177.81,25595,244,244,244,244,244,0,0,0.0,0.0
B.1.177.82,26968,194,194,194,194,194,0,0,0.0,0.0
B.1.177.83,27720,10,10,10,10,10,0,0,0.0,0.0
B.1.177.84,30891,94,94,94,94,94,0,0,0.0,0.0
B.1.177.85,54793,54,46,46,46,46,8,8,0.14814814814814814,0.14814814814814814
B.1.177.86,36239,29,29,29,29,29,0,0,0.0,0.0
B.1.177.87,44301,845,150,150,845,845,695,0,0.8224852071005917,0.0
B.1.177.9,29745,381,381,380,381,380,0,0,0.0,0.0
B.1.178,22836,2,2,2,2,2,0,0,0.0,0.0
B.1.179,14541,8,8,8,8,8,0,0,0.0,0.0
B.1.180,28570,2,2,2,2,2,0,0,0.0,0.0
B.1.189,22179,16,16,16,16,16,0,0,0.0,0.0
B.1.194,17154,1,1,1,1,1,0,0,0.0,0.0
B.1.195,2896,1,1,1,1,1,0,0,0.0,0.0
B.1.198,5439,11,11,11,11,11,0,0,0.0,0.0
B.1.199,4769,30,28,28,30,30,2,0,0.06666666666666667,0.0
B.1.2,15773,16671,16666,16662,16666,16662,5,5,0.00029992202027472856,0.00029992202027472856
B.1.201,229,143,139,139,143,143,4,0,0.027972027972027972,0.0
B.1.205,2474,1,1,1,1,1,0,0,0.0,0.0
B.1.206,18409,32,32,32,32,32,0,0,0.0,0.0
B.1.210,13887,12,11,11,11,11,1,1,0.08333333333333333,0.08333333333333333
B.1.212,4002,2,2,2,2,2,0,0,0.0,0.0
B.1.213,23733,2,2,2,2,2,0,0,0.0,0.0
B.1.214,194273,48,48,48,48,48,0,0,0.0,0.0
B.1.214.3,194272,8,8,8,8,8,0,0,0.0,0.0
B.1.215,3275,36,36,36,36,36,0,0,0.0,0.0
B.1.22,5897,5,5,5,5,5,0,0,0.0,0.0
B.1.220,14875,18,18,18,18,18,0,0,0.0,0.0
B.1.221,26085,566,566,517,566,517,0,0,0.0,0.0
B.1.221.1,26074,245,244,244,245,245,1,0,0.004081632653061225,0.0
B.1.221.2,70845,1,1,1,1,1,0,0,0.0,0.0
B.1.222,1307,261,254,254,261,261,7,0,0.02681992337164751,0.0
B.1.223,1463,138,86,86,86,86,52,52,0.37681159420289856,0.37681159420289856
B.1.225,4808,90,90,90,90,90,0,0,0.0,0.0
B.1.229,1425,56,56,56,56,56,0,0,0.0,0.0
B.1.23,1558,34,34,34,34,34,0,0,0.0,0.0
B.1.231,12439,17,17,17,17,17,0,0,0.0,0.0
B.1.232,6986,402,402,402,402,402,0,0,0.0,0.0
B.1.234,41347,772,772,772,772,772,0,0,0.0,0.0
B.1.235,16069,262,197,197,262,262,65,0,0.2480916030534351,0.0
B.1.236,21695,53,53,53,53,53,0,0,0.0,0.0
B.1.237,15167,4,4,4,4,4,0,0,0.0,0.0
B.1.238,14092,59,56,56,59,59,3,0,0.05084745762711865,0.0
B.1.239,15544,110,102,102,110,110,8,0,0.07272727272727272,0.0
B.1.240,14332,460,460,460,460,460,0,0,0.0,0.0
B.1.241,11501,232,231,231,232,232,1,0,0.004310344827586207,0.0
B.1.242,19558,27,25,25,25,25,2,2,0.07407407407407407,0.07407407407407407
B.1.243,9318,2045,1955,1955,2045,2045,90,0,0.044009779951100246,0.0
B.1.245,15700,2,2,2,2,2,0,0,0.0,0.0
B.1.247,12280,6,6,6,6,6,0,0,0.0,0.0
