pango_lineage	nextstrain_clade
A	19B
A.1	19B
A.11	19B
A.12	19B
A.15	19B
A.16	19B
A.17	19B
A.18	19B
A.19	19B
A.2	19B
A.2.2	19B
A.2.3	19B
A.2.4	19B
A.2.5	19B
A.2.5.1	19B
A.2.5.2	19B
A.2.5.3	19B
A.21	19B
A.22	19B
A.23	19B
A.23.1	19B
A.24	19B
A.25	19B
A.26	19B
A.27	19B
A.28	19B
A.29	19B
A.3	19B
A.30	19B
A.4	19B
A.5	19B
A.6	19B
A.7	19B
A.9	19B
AA.1	20E
AA.2	20E
AA.3	20E
AA.4	20E
AA.5	20E
AA.6	20E
AA.7	20E
AA.8	20E
AB.1	20A
AC.1	20B
AD.1	20B
AD.2	20B
AD.2.1	20B
AE.1	20B
AE.2	20B
AE.3	20B
AE.4	20B
AE.5	20B
AE.6	20B
AE.7	20B
AE.8	20B
AF.1	20B
AG.1	20B
AH.1	20B
AH.2	20B
AH.3	20B
AJ.1	20B
AK.1	20B
AK.2	20B
AL.1	20B
AM.1	20B
AM.2	20B
AM.3	20B
AM.4	20B
AN.1	20B
AP.1	20B
AQ.1	20B
AQ.2	20B
AS.1	20B
AS.2	20B
AT.1	20B
AU.1	20A
AU.2	20A
AU.3	20A
AV.1	20B
AW.1	20B
AY.1	21J
AY.10	21I
AY.100	21J
AY.101	21J
AY.102	21J
AY.102.1	21J
AY.102.2	21J
AY.103	21J
AY.103.1	21J
AY.103.2	21J
AY.104	21J
AY.105	21J
AY.106	21J
AY.107	21J
AY.108	21J
AY.109	21J
AY.11	21I
AY.110	21J
AY.111	21J
AY.112	21J
AY.112.1	21J
AY.112.2	21J
AY.112.3	21J
AY.113	21J
AY.114	21J
AY.116	21J
AY.116.1	21J
AY.117	21J
AY.118	21J
AY.119	21J
AY.119.1	21J
AY.119.2	21J
AY.120	21J
AY.120.1	21J
AY.120.2	21J
AY.120.2.1	21J
AY.121	21J
AY.121.1	21J
AY.122	21J
AY.122.1	21J
AY.122.2	21J
AY.122.3	21J
AY.122.4	21J
AY.122.5	21J
AY.122.6	21J
AY.123	21J
AY.123.1	21J
AY.124	21J
AY.124.1	21J
AY.124.1.1	21J
AY.125	21J
AY.125.1	21J
AY.126	21J
AY.127	21J
AY.127.1	21J
AY.127.2	21J
AY.127.3	21J
AY.128	21J
AY.129	21J
AY.13	21A
AY.131	21J
AY.132	21J
AY.133	21I
AY.134	21J
AY.14	21A
AY.15	21A
AY.16	21A
AY.16.1	21A
AY.17	21A
AY.18	21A
AY.19	21A
AY.2	21I
AY.20	21J
AY.20.1	21J
AY.21	21J
AY.22	21J
AY.23	21J
AY.23.1	21J
AY.23.2	21J
AY.24	21I
AY.24.1	21I
AY.25	21J
AY.25.1	21J
AY.25.1.1	21J
AY.25.1.2	21J
AY.25.2	21J
AY.25.3	21J
AY.26	21I
AY.26.1	21I
AY.27	21I
AY.28	21I
AY.29	21J
AY.29.1	21J
AY.29.2	21J
AY.3	21J
AY.3.1	21J
AY.3.2	21J
AY.3.3	21J
AY.3.4	21J
AY.30	21A
AY.31	21A
AY.32	21J
AY.33	21J
AY.33.1	21J
AY.33.2	21J
AY.34	21J
AY.34.1	21J
AY.34.1.1	21J
AY.34.2	21J
AY.35	21A
AY.36	21J
AY.36.1	21J
AY.37	21I
AY.38	21I
AY.39	21J
AY.39.1	21J
AY.39.1.1	21J
AY.39.1.2	21J
AY.39.1.3	21J
AY.39.1.4	21J
AY.39.2	21J
AY.39.3	21J
AY.4	21J
AY.4.1	21J
AY.4.10	21J
AY.4.11	21J
AY.4.12	21J
AY.4.13	21J
AY.4.14	21J
AY.4.15	21J
AY.4.16	21J
AY.4.17	21J
AY.4.2	21J
AY.4.2.1	21J
AY.4.2.2	21J
AY.4.2.3	21J
AY.4.2.4	21J
AY.4.2.5	21J
AY.4.3	21J
AY.4.4	21J
AY.4.5	21J
AY.4.6	21J
AY.4.7	21J
AY.4.8	21J
AY.4.9	21J
AY.40	21A
AY.41	21J
AY.42	21J
AY.42.1	21J
AY.43	21J
AY.43.1	21J
AY.43.2	21J
AY.43.3	21J
AY.43.4	21J
AY.43.5	21J
AY.43.6	21J
AY.43.7	21J
AY.43.8	21J
AY.43.9	21J
AY.44	21J
AY.45	21J
AY.46	21J
AY.46.1	21J
AY.46.2	21J
AY.46.3	21J
AY.46.4	21J
AY.46.5	21J
AY.46.6	21J
AY.46.6.1	21J
AY.47	21I
AY.48	21A
AY.49	21A
AY.5	21J
AY.5.1	21J
AY.5.2	21J
AY.5.3	21J
AY.5.4	21J
AY.5.5	21J
AY.5.6	21J
AY.5.7	21J
AY.50	21A
AY.51	21A
AY.52	21A
AY.53	21A
AY.54	21A
AY.55	21I
AY.56	21I
AY.57	21I
AY.58	21I
AY.59	21I
AY.6	21J
AY.60	21I
AY.61	21I
AY.62	21I
AY.63	21I
AY.64	21I
AY.65	21I
AY.66	21I
AY.67	21I
AY.68	21I
AY.69	21I
AY.7	21J
AY.7.1	21J
AY.7.2	21J
AY.70	21I
AY.71	21I
AY.72	21I
AY.73	21I
AY.74	21I
AY.75	21I
AY.75.2	21I
AY.75.3	21I
AY.76	21J
AY.77	21J
AY.78	21J
AY.79	21J
AY.8	21A
AY.80	21J
AY.81	21J
AY.82	21J
AY.83	21J
AY.84	21J
AY.85	21J
AY.86	21J
AY.87	21J
AY.88	21J
AY.9	21I
AY.9.2	21I
AY.9.2.1	21I
AY.9.2.2	21I
AY.90	21J
AY.91	21J
AY.91.1	21J
AY.92	21J
AY.93	21J
AY.94	21J
AY.95	21J
AY.98	21J
AY.98.1	21J
AY.98.1.1	21J
AY.99	21J
AY.99.1	21J
AY.99.2	21J
AZ.1	20B
AZ.2	20B
AZ.2.1	20B
AZ.3	20B
AZ.4	20B
AZ.5	20B
AZ.6	20B
B	19A
B.1	20A
B.1.1	20B
B.1.1.1	20D
B.1.1.10	20B
B.1.1.100	20B
B.1.1.101	20B
B.1.1.107	20B
B.1.1.109	20B
B.1.1.110	20B
B.1.1.111	20B
B.1.1.112	20B
B.1.1.113	20B
B.1.1.114	20B
B.1.1.115	20B
B.1.1.116	20B
B.1.1.117	20B
B.1.1.118	20B
B.1.1.119	20B
B.1.1.12	20B
B.1.1.120	20B
B.1.1.121	20B
B.1.1.122	20B
B.1.1.123	20B
B.1.1.125	20B
B.1.1.127	20B
B.1.1.128	20B
B.1.1.129	20B
B.1.1.13	20B
B.1.1.130	20B
B.1.1.132	20B
B.1.1.133	20B
B.1.1.134	20B
B.1.1.135	20B
B.1.1.136	20B
B.1.1.137	20B
B.1.1.138	20B
B.1.1.139	20B
B.1.1.14	20B
B.1.1.141	20B
B.1.1.142	20B
B.1.1.144	20B
B.1.1.145	20B
B.1.1.147	20B
B.1.1.148	20B
B.1.1.149	20B
B.1.1.15	20B
B.1.1.152	20B
B.1.1.153	20B
B.1.1.154	20B
B.1.1.155	20B
B.1.1.157	20B
B.1.1.158	20B
B.1.1.159	20B
B.1.1.16	20B
B.1.1.160	20B
B.1.1.161	20B
B.1.1.162	20B
B.1.1.163	20B
B.1.1.164	20B
B.1.1.165	20B
B.1.1.166	20B
B.1.1.168	20B
B.1.1.169	20B
B.1.1.17	20B
B.1.1.170	20B
B.1.1.171	20B
B.1.1.172	20B
B.1.1.174	20B
B.1.1.175	20B
B.1.1.176	20B
B.1.1.177	20B
B.1.1.178	20B
B.1.1.180	20B
B.1.1.181	20B
B.1.1.182	20B
B.1.1.184	20B
B.1.1.185	20B
B.1.1.186	20B
B.1.1.187	20B
B.1.1.189	20B
B.1.1.190	20B
B.1.1.191	20B
B.1.1.192	20B
B.1.1.193	20B
B.1.1.194	20B
B.1.1.196	20B
B.1.1.197	20B
B.1.1.198	20B
B.1.1.200	20B
B.1.1.201	20B
B.1.1.202	20B
B.1.1.203	20B
B.1.1.204	20B
B.1.1.205	20B
B.1.1.207	20B
B.1.1.208	20B
B.1.1.209	20B
B.1.1.210	20B
B.1.1.213	20B
B.1.1.214	20B
B.1.1.216	20B
B.1.1.217	20B
B.1.1.218	20B
B.1.1.219	20B
B.1.1.220	20B
B.1.1.221	20B
B.1.1.222	20B
B.1.1.224	20B
B.1.1.225	20B
B.1.1.226	20B
B.1.1.227	20B
B.1.1.228	20B
B.1.1.229	20B
B.1.1.230	20B
B.1.1.231	20B
B.1.1.232	20B
B.1.1.234	20B
B.1.1.236	20B
B.1.1.237	20B
B.1.1.239	20B
B.1.1.240	20B
B.1.1.241	20B
B.1.1.242	20B
B.1.1.243	20B
B.1.1.244	20B
B.1.1.249	20B
B.1.1.25	20B
B.1.1.251	20B
B.1.1.253	20B
B.1.1.254	20B
B.1.1.255	20B
B.1.1.256	20B
B.1.1.257	20B
B.1.1.258	20B
B.1.1.26	20B
B.1.1.261	20B
B.1.1.262	20B
B.1.1.263	20B
B.1.1.265	20B
B.1.1.266	20B
B.1.1.267	20B
B.1.1.268	20B
B.1.1.269	20B
B.1.1.27	20B
B.1.1.270	20B
B.1.1.271	20B
B.1.1.272	20B
B.1.1.273	20B
B.1.1.274	20B
B.1.1.275	20B
B.1.1.277	20B
B.1.1.279	20B
B.1.1.28	20B
B.1.1.280	20B
B.1.1.282	20B
B.1.1.283	20B
B.1.1.284	20B
B.1.1.285	20B
B.1.1.286	20B
B.1.1.288	20B
B.1.1.289	20B
B.1.1.29	20B
B.1.1.290	20B
B.1.1.291	20B
B.1.1.294	20B
B.1.1.296	20B
B.1.1.297	20B
B.1.1.298	20B
B.1.1.299	20B
B.1.1.3	20B
B.1.1.30	20B
B.1.1.300	20B
B.1.1.301	20B
B.1.1.302	20B
B.1.1.303	20B
B.1.1.304	20B
B.1.1.305	20B
B.1.1.306	20B
B.1.1.307	20B
B.1.1.308	20B
B.1.1.309	20B
B.1.1.31	20B
B.1.1.310	20B
B.1.1.311	20B
B.1.1.312	20B
B.1.1.315	20B
B.1.1.316	20B
B.1.1.317	20B
B.1.1.318	20B
B.1.1.319	20B
B.1.1.320	20B
B.1.1.322	20B
B.1.1.323	20B
B.1.1.324	20B
B.1.1.325	20B
B.1.1.326	20B
B.1.1.327	20B
B.1.1.328	20B
B.1.1.329	20B
B.1.1.33	20B
B.1.1.330	20B
B.1.1.331	20B
B.1.1.332	20B
B.1.1.333	20B
B.1.1.334	20A
B.1.1.335	20C
B.1.1.336	20B
B.1.1.337	20B
B.1.1.338	20B
B.1.1.339	20B
B.1.1.34	20B
B.1.1.340	20B
B.1.1.341	20B
B.1.1.342	20B
B.1.1.343	20B
B.1.1.344	20B
B.1.1.345	20B
B.1.1.346	20B
B.1.1.347	20B
B.1.1.348	20B
B.1.1.349	20B
B.1.1.350	20B
B.1.1.351	20B
B.1.1.352	20B
B.1.1.353	20B
B.1.1.354	20B
B.1.1.355	20B
B.1.1.356	20B
B.1.1.357	20B
B.1.1.358	20B
B.1.1.359	20B
B.1.1.360	20B
B.1.1.361	20B
B.1.1.362	20B
B.1.1.363	20B
B.1.1.364	20B
B.1.1.365	20B
B.1.1.366	20B
B.1.1.367	20B
B.1.1.368	20B
B.1.1.369	20B
B.1.1.37	20B
B.1.1.370	20B
B.1.1.371	20B
B.1.1.372	20B
B.1.1.373	20B
B.1.1.374	20B
B.1.1.375	20B
B.1.1.376	20B
B.1.1.377	20B
B.1.1.378	20B
B.1.1.379	20B
B.1.1.38	20B
B.1.1.380	20B
B.1.1.381	20B
B.1.1.382	20B
B.1.1.383	20B
B.1.1.384	20B
B.1.1.385	20B
B.1.1.386	20B
B.1.1.387	20B
B.1.1.388	20B
B.1.1.389	20B
B.1.1.39	20B
B.1.1.391	20B
B.1.1.392	20B
B.1.1.393	20B
B.1.1.394	20B
B.1.1.395	20B
B.1.1.396	20B
B.1.1.397	20B
B.1.1.398	20B
B.1.1.399	20B
B.1.1.4	20B
B.1.1.40	20B
B.1.1.400	20B
B.1.1.401	20B
B.1.1.402	20B
B.1.1.403	20B
B.1.1.404	20B
B.1.1.405	20B
B.1.1.406	20B
B.1.1.407	20B
B.1.1.408	20B
B.1.1.409	20B
B.1.1.41	20B
B.1.1.410	20B
B.1.1.411	20B
B.1.1.412	20B
B.1.1.413	20B
B.1.1.414	20B
B.1.1.415	20B
B.1.1.416	20B
B.1.1.417	20B
B.1.1.418	20B
B.1.1.419	20B
B.1.1.420	20B
B.1.1.421	20B
B.1.1.422	20B
B.1.1.423	20B
B.1.1.424	20B
B.1.1.425	20B
B.1.1.426	20B
B.1.1.427	20B
B.1.1.428	20B
B.1.1.429	20B
B.1.1.43	20B
B.1.1.430	20B
B.1.1.431	20B
B.1.1.432	20B
B.1.1.433	20B
B.1.1.434	20B
B.1.1.435	20B
B.1.1.436	20B
B.1.1.437	20B
B.1.1.438	20B
B.1.1.44	20B
B.1.1.440	20B
B.1.1.441	20B
B.1.1.442	20B
B.1.1.444	20B
B.1.1.445	20A
B.1.1.446	20B
B.1.1.447	20B
B.1.1.448	20B
B.1.1.449	20B
B.1.1.45	20B
B.1.1.450	20B
B.1.1.451	20B
B.1.1.452	20B
B.1.1.453	20B
B.1.1.456	20B
B.1.1.458	20B
B.1.1.459	20B
B.1.1.46	20B
B.1.1.461	20B
B.1.1.462	20B
B.1.1.463	20B
B.1.1.464	20B
B.1.1.465	20B
B.1.1.466	20B
B.1.1.467	20B
B.1.1.47	20B
B.1.1.48	20B
B.1.1.480	20B
B.1.1.481	20B
B.1.1.482	20B
B.1.1.483	20B
B.1.1.484	20B
B.1.1.485	20B
B.1.1.486	20B
B.1.1.487	20B
B.1.1.49	20B
B.1.1.5	20B
B.1.1.50	20B
B.1.1.500	20B
B.1.1.506	20B
B.1.1.507	20B
B.1.1.51	20B
B.1.1.512	20B
B.1.1.513	20B
B.1.1.514	20B
B.1.1.515	20B
B.1.1.516	20B
B.1.1.517	20B
B.1.1.518	20B
B.1.1.519	20B
B.1.1.52	20B
B.1.1.521	20B
B.1.1.522	20B
B.1.1.523	20B
B.1.1.524	20B
B.1.1.525	20B
B.1.1.526	20B
B.1.1.528	20B
B.1.1.53	20B
B.1.1.54	20B
B.1.1.55	20B
B.1.1.56	20B
B.1.1.57	20B
B.1.1.58	20B
B.1.1.59	20B
B.1.1.61	20B
B.1.1.62	20B
B.1.1.63	20B
B.1.1.67	20B
B.1.1.7	20I
B.1.1.70	20B
B.1.1.71	20B
B.1.1.72	20B
B.1.1.74	20B
B.1.1.75	20B
B.1.1.77	20B
B.1.1.8	20B
B.1.1.82	20B
B.1.1.83	20B
B.1.1.84	20B
B.1.1.86	20B
B.1.1.87	20B
B.1.1.88	20B
B.1.1.89	20B
B.1.1.90	20B
B.1.1.91	20B
B.1.1.92	20B
B.1.1.93	20B
B.1.1.95	20B
B.1.1.97	20B
B.1.1.98	20B
B.1.1.99	20B
B.1.103	20A
B.1.104	20A
B.1.105	20A
B.1.106	20A
B.1.108	20C
B.1.110	20A
B.1.110.1	20A
B.1.110.2	20A
B.1.110.3	20A
B.1.111	20A
B.1.112	20A
B.1.113	20A
B.1.115	20C
B.1.116	20C
B.1.117	20C
B.1.118	20C
B.1.119	20C
B.1.12	20C
B.1.120	20C
B.1.124	20A
B.1.126	20A
B.1.127	20A
B.1.128	20A
B.1.13	20A
B.1.131	20A
B.1.134	20A
B.1.137	20A
B.1.139	20A
B.1.14	19A
B.1.140	20A
B.1.142	20A
B.1.143	20A
B.1.145	20A
B.1.146	20A
B.1.147	20A
B.1.149	20A
B.1.151	20A
B.1.153	20A
B.1.157	20A
B.1.158	20A
B.1.159	20A
B.1.160	20A
B.1.160.10	20A
B.1.160.11	20A
B.1.160.12	20A
B.1.160.13	20A
B.1.160.14	20A
B.1.160.15	20A
B.1.160.16	20A
B.1.160.17	20A
B.1.160.18	20A
B.1.160.19	20A
B.1.160.20	20A
B.1.160.21	20A
B.1.160.22	20A
B.1.160.23	20A
B.1.160.24	20A
B.1.160.25	20A
B.1.160.26	20A
B.1.160.27	20A
B.1.160.28	20A
B.1.160.29	20A
B.1.160.30	20A
B.1.160.31	20A
B.1.160.32	20A
B.1.160.33	20A
B.1.160.7	20A
B.1.160.8	20A
B.1.160.9	20A
B.1.161	20A
B.1.162	20A
B.1.163	20A
B.1.164	20A
B.1.165	20C
B.1.166	20C
B.1.167	20C
B.1.168	20C
B.1.169	20A
B.1.170	20A
B.1.173	20B
B.1.177	20E
B.1.177.10	20E
B.1.177.11	20E
B.1.177.12	20E
B.1.177.14	20E
B.1.177.15	20E
B.1.177.16	20E
B.1.177.17	20E
B.1.177.18	20E
B.1.177.19	20E
B.1.177.2	20E
B.1.177.20	20E
B.1.177.21	20E
B.1.177.23	20E
B.1.177.24	20E
B.1.177.25	20E
B.1.177.26	20E
B.1.177.27	20E
B.1.177.28	20E
B.1.177.29	20E
B.1.177.3	20E
B.1.177.30	20E
B.1.177.31	20E
B.1.177.32	20E
B.1.177.33	20E
B.1.177.34	20E
B.1.177.35	20E
B.1.177.36	20E
B.1.177.37	20E
B.1.177.38	20E
B.1.177.39	20E
B.1.177.4	20E
B.1.177.40	20E
B.1.177.41	20E
B.1.177.42	20E
B.1.177.43	20E
B.1.177.44	20E
B.1.177.45	20E
B.1.177.46	20E
B.1.177.47	20E
B.1.177.48	20E
B.1.177.49	20E
B.1.177.5	20E
B.1.177.50	20E
B.1.177.51	20E
B.1.177.52	20E
B.1.177.53	20E
B.1.177.54	20E
B.1.177.55	20E
B.1.177.56	20E
B.1.177.57	20E
B.1.177.58	20E
B.1.177.59	20E
B.1.177.6	20E
B.1.177.60	20E
B.1.177.61	20E
B.1.177.62	20E
B.1.177.63	20E
B.1.177.64	20E
B.1.177.65	20E
B.1.177.66	20E
B.1.177.67	20E
B.1.177.68	20E
B.1.177.69	20E
B.1.177.7	20E
B.1.177.70	20E
B.1.177.71	20E
B.1.177.72	20E
B.1.177.73	20E
B.1.177.74	20E
B.1.177.75	20E
B.1.177.76	20E
B.1.177.77	20E
B.1.177.78	20E
B.1.177.8	20E
B.1.177.80	20E
B.1.177.81	20E
B.1.177.82	20E
B.1.177.83	20E
B.1.177.84	20E
B.1.177.85	20E
B.1.177.86	20E
B.1.177.87	20E
B.1.177.88	20E
B.1.177.89	20E
B.1.177.9	20E
B.1.178	20A
B.1.179	20A
B.1.180	20A
B.1.181	20A
B.1.182	20A
B.1.184	20A
B.1.187	20A
B.1.188	20A
B.1.189	20A
B.1.190	20A
B.1.192	20A
B.1.194	20A
B.1.195	20A
B.1.198	20A
B.1.199	20A
B.1.2	20G
B.1.201	20A
B.1.203	20A
B.1.205	20A
B.1.206	20A
B.1.208	20A
B.1.210	20A
B.1.211	20A
B.1.212	20A
B.1.213	20A
B.1.214	20A
B.1.214.1	20A
B.1.214.2	20A
B.1.214.3	20A
B.1.214.4	20A
B.1.215	20A
B.1.218	20A
B.1.219	20A
B.1.22	20A
B.1.22.1	20A
B.1.220	20A
B.1.221	20A
B.1.221.1	20A
B.1.221.2	20A
B.1.221.3	20A
B.1.221.4	20A
B.1.222	20A
B.1.223	20A
B.1.224	20A
B.1.225	20A
B.1.227	20A
B.1.229	20A
B.1.23	20A
B.1.231	20A
B.1.232	20A
B.1.233	20A
B.1.234	20A
B.1.235	20A
B.1.236	20A
B.1.237	20A
B.1.238	20A
B.1.239	20A
B.1.240	20A
B.1.240.1	20A
B.1.240.2	20A
B.1.241	20A
B.1.242	20A
B.1.243	20A
B.1.243.1	20A
B.1.243.2	20A
B.1.245	20A
B.1.247	20A
B.1.248	20A
B.1.249	20A
B.1.250	20A
B.1.251	20A
B.1.252	20A
B.1.254	20A
B.1.256	20A
B.1.258	20A
B.1.258.10	20A
B.1.258.11	20A
B.1.258.12	20A
B.1.258.14	20A
B.1.258.15	20A
B.1.258.16	20A
B.1.258.17	20A
B.1.258.18	20A
B.1.258.19	20A
B.1.258.2	20A
B.1.258.20	20A
B.1.258.21	20A
B.1.258.22	20A
B.1.258.23	20A
B.1.258.24	20A
B.1.258.3	20A
B.1.258.4	20A
B.1.258.5	20A
B.1.258.6	20A
B.1.258.7	20A
B.1.258.9	20A
B.1.260	20A
B.1.263	20C
B.1.264	20C
B.1.264.1	20C
B.1.265	20C
B.1.267	20C
B.1.268	20C
B.1.270	20A
B.1.273	20A
B.1.274	20A
B.1.276	20A
B.1.277	20A
B.1.279	20A
B.1.280	20A
B.1.281	20A
B.1.282	20A
B.1.284	20C
B.1.285	20A
B.1.287	20C
B.1.289	20C
B.1.291	20C
B.1.292	20C
B.1.293	20C
B.1.294	20C
B.1.298	20C
B.1.3	20C
B.1.301	20C
B.1.302	20C
B.1.304	20C
B.1.305	20C
B.1.306	20C
B.1.308	20C
B.1.309	20C
B.1.310	20C
B.1.311	20C
B.1.313	20C
B.1.314	20C
B.1.315	20C
B.1.316	20C
B.1.318	20C
B.1.319	20C
B.1.320	20C
B.1.321	20C
B.1.323	20C
B.1.324	20C
B.1.325	20C
B.1.326	20C
B.1.328	20C
B.1.329	20C
B.1.330	20C
B.1.332	20C
B.1.333	20C
B.1.334	20C
B.1.335	20C
B.1.336	20C
B.1.337	20C
B.1.338	20C
B.1.340	20C
B.1.341	20C
B.1.342	20C
B.1.343	20C
B.1.344	20C
B.1.346	20C
B.1.348	20C
B.1.349	20C
B.1.35	20A
B.1.350	20C
B.1.350.1	20C
B.1.351	20H
B.1.351.1	20H
B.1.351.2	20H
B.1.351.3	20H
B.1.351.5	20H
B.1.354	20C
B.1.355	20C
B.1.356	20C
B.1.357	20C
B.1.358	20C
B.1.359	20C
B.1.36	20A
B.1.36.1	20A
B.1.36.10	20A
B.1.36.12	20A
B.1.36.16	20A
B.1.36.17	20A
B.1.36.18	20A
B.1.36.19	20A
B.1.36.2	20A
B.1.36.20	20A
B.1.36.21	20A
B.1.36.22	20A
B.1.36.23	20A
B.1.36.24	20A
B.1.36.25	20A
B.1.36.26	20A
B.1.36.27	20A
B.1.36.28	20A
B.1.36.29	20A
B.1.36.31	20A
B.1.36.33	20A
B.1.36.34	20A
B.1.36.35	20A
B.1.36.36	20A
B.1.36.37	20A
B.1.36.38	20A
B.1.36.39	20A
B.1.36.7	20A
B.1.36.8	20A
B.1.36.9	20A
B.1.360	20C
B.1.361	20C
B.1.362	20C
B.1.362.1	20C
B.1.362.2	20C
B.1.363	20C
B.1.366	20C
B.1.367	20C
B.1.369	20C
B.1.369.1	20C
B.1.37	20A
B.1.370	20C
B.1.371	20C
B.1.372	20C
B.1.375	20C
B.1.377	20A
B.1.378	20A
B.1.379	20A
B.1.38	20C
B.1.380	20A
B.1.381	20A
B.1.382	20A
B.1.383	20A
B.1.384	20A
B.1.385	20A
B.1.387	20A
B.1.388	20A
B.1.389	20A
B.1.39	20C
B.1.390	20A
B.1.391	20A
B.1.393	20A
B.1.395	20A
B.1.396	20A
B.1.397	20A
B.1.398	20A
B.1.399	20A
B.1.40	20C
B.1.400	20A
B.1.400.1	20A
B.1.401	20A
B.1.402	20A
B.1.403	20A
B.1.404	20A
B.1.405	20A
B.1.406	20A
B.1.407	20A
B.1.408	20A
B.1.409	20A
B.1.411	20A
B.1.413	20C
B.1.415	20A
B.1.415.1	20A
B.1.416	20A
B.1.416.1	20A
B.1.417	20A
B.1.418	20A
B.1.420	20A
B.1.421	20A
B.1.422	20C
B.1.423	20C
B.1.424	20C
B.1.425	20C
B.1.426	20C
B.1.427	21C
B.1.428	20C
B.1.428.1	20C
B.1.428.2	20C
B.1.428.3	20C
B.1.429	21C
B.1.429.1	21C
B.1.431	20C
B.1.432	20C
B.1.433	20C
B.1.434	20C
B.1.435	20C
B.1.436	20A
B.1.437	20C
B.1.438	20A
B.1.438.1	20A
B.1.438.2	20A
B.1.438.3	20A
B.1.438.4	20A
B.1.439	20A
B.1.44	20C
B.1.441	20A
